State,City,Title,Company,Posted,Location
NJ,Trenton,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Trenton, NJ"
NJ,Trenton,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Trenton, NJ"
NJ,Florham Park,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Florham Park, NJ"
NJ,Jersey City,Marketing Analytics Data Scientist - Vice President,JPMorgan Chase,"April 29, 2023","Jersey City, NJ"
NJ,Trenton,Data Scientist - Secret Clearance - Remote,MindPoint Group,"June 16, 2023","Trenton, NJ"
NJ,Berkeley Heights,"Senior Data Scientist - AI/ML Modeler (1090)Axtria, Inc.",,"June 4, 2023","Berkeley Heights, NJ"
NJ,Rahway,"Director (Principal Scientist), Real-World Evidence - Data Strategy & Partnerships",Merck,"June 21, 2023","Rahway, NJ"
NJ,Jersey City,Lead Cognitive/Machine Learning Professional - MLPHumana,,"June 4, 2023","Jersey City, NJ"
NJ,Jersey City,Data Engineer,Humana,"June 20, 2023","Jersey City, NJ"
NJ,Bedminster,Principal-Inventive Scientist,AT&T,"June 17, 2023","Bedminster, NJ"
NJ,Trenton,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Trenton, NJ"
NJ,Trenton,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Trenton, NJ"
NJ,Princeton,Senior Scientist - NLPSiemens Healthineers,,"June 15, 2023","Princeton, NJ"
NJ,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, NJ"
NJ,Princeton,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Princeton, NJ"
NJ,Atlantic City,Machine Learning Scientist IBattelle Memorial Institute,,"June 14, 2023","Atlantic City, NJ"
NJ,Princeton,Senior Scientist - NLPSiemens Healthineers,,"April 25, 2023","Princeton, NJ"
NJ,Trenton,Senior Principal Applied Scientist-OCI AIOracle,,"June 14, 2023","Trenton, NJ"
NJ,Trenton,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Trenton, NJ"
NJ,Trenton,Principal Applied Scientist-OCI AI Services,Oracle,"June 7, 2023","Trenton, NJ"
NJ,Trenton,Data Analytics Consultant,Guidehouse,"June 8, 2023","Trenton, NJ"
NJ,Trenton,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Trenton, NJ"
NJ,Titusville,Post-Doctoral Researcher – Natural Language Processing (NLP) and Knowledge Graphs (KG)J&J Family of Companies,,"May 24, 2023","Titusville, NJ"
NJ,Trenton,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Trenton, NJ"
NJ,Roseland,Principal Analytics Data Engineer,ADP,"May 4, 2023","Roseland, NJ"
NJ,Murray Hill,Machine Learning Algorithms Researcher,Alcatel-Lucent,"April 27, 2023","Murray Hill, NJ"
NM,Kirtland AFB,Sr. Data Scientist,Alaka'ina Foundation Family of Companies,"May 16, 2023","Kirtland AFB, NM"
NM,Albuquerque,Lead NLP Data Scientist,Humana,"June 1, 2023","Albuquerque, NM"
NM,Albuquerque,Lead NLP Data Scientist,Humana,"June 4, 2023","Albuquerque, NM"
NM,Santa Fe,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Santa Fe, NM"
NM,Santa Fe,Senior Data Scientist,Pearson,"June 3, 2023","Santa Fe, NM"
NM,Santa Fe,AI Senior Data Scientist,Travelers Insurance Company,"June 13, 2023","Santa Fe, NM"
NM,Santa Fe,Director & Data Scientist,Travelers Insurance Company,"June 2, 2023","Santa Fe, NM"
NM,Santa Fe,AI Lead Data Scientist,Travelers Insurance Company,"June 7, 2023","Santa Fe, NM"
NM,Santa Fe,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Santa Fe, NM"
NM,Santa Fe,AI Data Scientist/Product Owner,Travelers Insurance Company,"June 7, 2023","Santa Fe, NM"
NM,Santa Fe,Data Scientist (Hybrid / Remote)UMB Bank,,"June 6, 2023","Santa Fe, NM"
NM,Santa Fe,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Santa Fe, NM"
NM,Santa Fe,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Santa Fe, NM"
NM,Albuquerque,Lead Cognitive/Machine Learning Professional - MLPHumana,,"June 4, 2023","Albuquerque, NM"
NM,Albuquerque,Data Engineer,Humana,"June 20, 2023","Albuquerque, NM"
NM,Santa Fe,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Santa Fe, NM"
NM,Santa Fe,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Santa Fe, NM"
NM,Los Alamos,Senior Machine Learning Scientist (Scientist 3/4)Los Alamos National Laboratory,,"May 27, 2023","Los Alamos, NM"
NM,Santa Fe,Senior Principal Applied Scientist-OCI AIOracle,,"June 14, 2023","Santa Fe, NM"
NM,Albuquerque,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Albuquerque, NM"
NM,Santa Fe,Principal Applied Scientist-OCI AI Services,Oracle,"June 7, 2023","Santa Fe, NM"
NM,ALBUQUERQUE,"Director, Predictive Analytics (AI/ML/Chat",GPT) - REMOTEMolina Healthcare,"June 11, 2023","ALBUQUERQUE, NM"
NM,Santa Fe,Data Analytics Consultant,Guidehouse,"June 8, 2023","Santa Fe, NM"
NM,Albuquerque,"Postdoctoral Appointee - Power Systems, Data Analytics, or Geospatial Science",Sandia National Laboratories,"May 25, 2023","Albuquerque, NM"
NM,Santa Fe,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Santa Fe, NM"
NM,Santa Fe,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Santa Fe, NM"
NY,Albany,Data Scientist,HP Inc.,"June 3, 2023","Albany, NY"
NY,Albany,Data Scientist,HP Inc.,"June 3, 2023","Albany, NY"
NY,New York,Data Scientist,Janus Henderson Investors,"May 23, 2023","New York, NY"
NY,Brooklyn,Senior Data Scientist (Mailchimp)Intuit,,"June 17, 2023","Brooklyn, NY"
NY,Albany,Lead NLP Data Scientist,Humana,"June 1, 2023","Albany, NY"
NY,Albany,Lead NLP Data Scientist,Humana,"June 4, 2023","Albany, NY"
NY,Syosset,Data Scientist (Remote)605,,"May 5, 2023","Syosset, NY"
NY,New York,"Data Scientist, Product Analytics",Meta,"June 13, 2023","New York, NY"
NY,Albany,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Albany, NY"
NY,New York City,Pfizer Data Scientist,Pfizer,"June 14, 2023","New York City, NY"
NY,Albany,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Albany, NY"
NY,New York,"Data Scientist, Product Analytics",Meta,"May 19, 2023","New York, NY"
NY,Albany,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Albany, NY"
NY,New York,"Data Scientist, Product Analytics",Meta,"May 19, 2023","New York, NY"
NY,New York,Sr. Data Scientist,CVS Health,"May 28, 2023","New York, NY"
NY,Albany,Senior Data Scientist,Pearson,"June 3, 2023","Albany, NY"
NY,New York,Sr. Data Scientist,CVS Health,"May 25, 2023","New York, NY"
NY,New York,Sr. Data Scientist,CVS Health,"May 25, 2023","New York, NY"
NY,New York,Senior Lead Data Scientist,Nestle,"June 8, 2023","New York, NY"
NY,Albany,AI Senior Data Scientist,Travelers Insurance Company,"June 13, 2023","Albany, NY"
NY,Albany,AI Lead Data Scientist,Travelers Insurance Company,"June 7, 2023","Albany, NY"
NY,Albany,Director & Data Scientist,Travelers Insurance Company,"June 2, 2023","Albany, NY"
NY,New York,"Data Scientist, Media Lab",Google,"May 6, 2023","New York, NY"
NY,New York,"Data Scientist Series, MTA Data & Analytics",MTA,"May 14, 2023","New York, NY"
NY,New York,Data Scientist - Mount Sinai Data Commons,The Mount Sinai Health System,"May 23, 2023","New York, NY"
NY,New York,"Senior Associate, Senior Data Scientist",New York Life Insurance Company,"May 23, 2023","New York, NY"
NY,New York,Principal Data Scientist (Deep Learning)NBC Universal,,"June 1, 2023","New York, NY"
NY,New York,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","New York, NY"
NY,Albany,AI Data Scientist/Product Owner,Travelers Insurance Company,"June 7, 2023","Albany, NY"
NY,Albany,Data Scientist (Hybrid / Remote)UMB Bank,,"June 6, 2023","Albany, NY"
NY,Albany,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Albany, NY"
NY,Albany,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Albany, NY"
NY,New York,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","New York, NY"
NY,New York,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","New York, NY"
NY,Albany,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Albany, NY"
NY,New York,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","New York, NY"
NY,Albany,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Albany, NY"
NY,New York,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","New York, NY"
NY,Albany,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Albany, NY"
NY,New York,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","New York, NY"
NY,Albany,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Albany, NY"
NY,Melville,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Melville, NY"
NY,Rochester,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Rochester, NY"
NY,Buffalo,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Buffalo, NY"
NY,New York,Applied Machine Learning Scientist - Data Technologies,Bloomberg,"May 10, 2023","New York, NY"
NY,New York,Data Scientist Intern - Digital and Technology Partners,The Mount Sinai Health System,"May 23, 2023","New York, NY"
NY,New York,"Engineering Data Scientist, Monetization, 8+ Years of Experience",Snap Inc.,"May 12, 2023","New York, NY"
NY,New York,"Sr. Lead Data Scientist (Deep Learning), Peacock Video Streaming",NBC Universal,"May 6, 2023","New York, NY"
NY,Albany,Lead Cognitive/Machine Learning Professional - MLPHumana,,"June 4, 2023","Albany, NY"
NY,Albany,Data Engineer,Humana,"June 20, 2023","Albany, NY"
NY,NEWYORK,"Associate Director, Data Science","Kyndryl, Inc.","June 20, 2023","NEWYORK, NY"
NY,New York,Lead Decision Scientist - PBM Pricing Analytics,CVS Health,"April 26, 2023","New York, NY"
NY,Albany,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Albany, NY"
NY,New York,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","New York, NY"
NY,Albany,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Albany, NY"
NY,new york,RWE Scientist Consultant,System One,"June 7, 2023","new york, NY"
NY,New York,Applied Scientist IIIAmazon Web Services,,"April 23, 2023","New York, NY"
NY,New York,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","New York, NY"
NY,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, NY"
NY,New York,Applied Scientist,Amazon Web Services,"May 9, 2023","New York, NY"
NY,New York,Machine Learning Scientist - Natural Language Processing (NLP) - Vice President - Machine Learning Center of Excellence,JPMorgan Chase,"June 15, 2023","New York, NY"
NY,New York,Decision Scientist,JPMorgan Chase,"May 19, 2023","New York, NY"
NY,Albany,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Albany, NY"
NY,Stony Brook,Data and Analytics Coordinator,HERC: Metro New York & Southern Connecticut,"June 17, 2023","Stony Brook, NY"
NY,Albany,Data Analytics Consultant,Guidehouse,"June 8, 2023","Albany, NY"
NY,New York,"Principal Associate, Ontology and Data Modeling",Capital One,"May 31, 2023","New York, NY"
NY,Albany,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Albany, NY"
NY,Albany,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Albany, NY"
NY,New York,Applied Scientist IIIAmazon Web Services,,"May 9, 2023","New York, NY"
NY,New York,Data Engineer,OTG,"May 4, 2023","New York, NY"
NC,Charlotte,Data Scientist,TEKsystems,"June 9, 2023","Charlotte, NC"
NC,Cherry Point,Data Scientist,"Spalding Consulting, Inc.","June 1, 2023","Cherry Point, NC"
NC,Charlotte,Data Scientist,TEKsystems,"June 9, 2023","Charlotte, NC"
NC,Cary,Data Scientist,Robert Half,"May 23, 2023","Cary, NC"
NC,Cary,Data Scientist,Kelly Services,"May 25, 2023","Cary, NC"
NC,Fayetteville,"Mission Data Scientist, Senior",Booz Allen Hamilton,"June 13, 2023","Fayetteville, NC"
NC,Fort Bragg,Data Scientist SMECACI International,,"June 3, 2023","Fort Bragg, NC"
NC,Durham,Senior Data Scientist,Skanska,"June 20, 2023","Durham, NC"
NC,Charlotte,Senior Data Scientist,Skanska,"June 20, 2023","Charlotte, NC"
NC,Charlotte,Lead NLP Data Scientist,Humana,"June 1, 2023","Charlotte, NC"
NC,Charlotte,Sr. Data Scientist (REMOTE)The Hartford,,"May 27, 2023","Charlotte, NC"
NC,Charlotte,Lead NLP Data Scientist,Humana,"June 4, 2023","Charlotte, NC"
NC,Raleigh,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Raleigh, NC"
NC,Charlotte,"Data Scientist, Product Growth",Discovery Education,"June 7, 2023","Charlotte, NC"
NC,Raleigh,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Raleigh, NC"
NC,Raleigh,Senior Data Scientist,Pearson,"June 3, 2023","Raleigh, NC"
NC,Durham,Lead Data Scientist,The Clorox Company,"May 17, 2023","Durham, NC"
NC,Raleigh,AI Senior Data Scientist,Travelers Insurance Company,"June 13, 2023","Raleigh, NC"
NC,Raleigh,Director & Data Scientist,Travelers Insurance Company,"June 2, 2023","Raleigh, NC"
NC,Raleigh,AI Lead Data Scientist,Travelers Insurance Company,"June 7, 2023","Raleigh, NC"
NC,Burlington,Principal Data Scientist,Labcorp,"May 13, 2023","Burlington, NC"
NC,Durham,Principal Data Scientist,Labcorp,"May 13, 2023","Durham, NC"
NC,Raleigh,Principal Data Scientist,Labcorp,"May 13, 2023","Raleigh, NC"
NC,Charlotte,Data Scientist (Must Sit In Charlotte)TEKsystems,,"June 9, 2023","Charlotte, NC"
NC,Charlotte,Sr Data Scientist - Io,TLowe's,"May 4, 2023","Charlotte, NC"
NC,Raleigh,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Raleigh, NC"
NC,Charlotte,Data Scientist - Stores MLLowe's,,"May 17, 2023","Charlotte, NC"
NC,Raleigh,AI Data Scientist/Product Owner,Travelers Insurance Company,"June 7, 2023","Raleigh, NC"
NC,Charlotte,Strategic Workforce Planning Data Scientist,Truist,"June 2, 2023","Charlotte, NC"
NC,Raleigh,Data Scientist (Hybrid / Remote)UMB Bank,,"June 6, 2023","Raleigh, NC"
NC,Raleigh,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Raleigh, NC"
NC,Raleigh,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Raleigh, NC"
NC,Raleigh,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Raleigh, NC"
NC,Raleigh,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Raleigh, NC"
NC,Greensboro,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Greensboro, NC"
NC,Charlotte,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Charlotte, NC"
NC,Raleigh,Data Scientist - Secret Clearance - Remote,MindPoint Group,"June 16, 2023","Raleigh, NC"
NC,Charlotte,"Senior Data Scientist- Insights, Data Engineering, and Analytics (IDEAs)Microsoft Corporation",,"May 13, 2023","Charlotte, NC"
NC,Charlotte,Data Scientist - Computer Vision Expert,Lowe's,"May 3, 2023","Charlotte, NC"
NC,Charlotte,Sr Data Scientist - Content Recommendation / Personalization specialist,Lowe's,"May 3, 2023","Charlotte, NC"
NC,Charlotte,Lead Cognitive/Machine Learning Professional - MLPHumana,,"June 4, 2023","Charlotte, NC"
NC,Charlotte,Data Engineer,Humana,"June 20, 2023","Charlotte, NC"
NC,CHARLOTTE,"Associate Director, Data Science","Kyndryl, Inc.","June 20, 2023","CHARLOTTE, NC"
NC,Raleigh,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Raleigh, NC"
NC,Raleigh,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Raleigh, NC"
NC,Raleigh,Senior Principal Applied Scientist-OCI AIOracle,,"June 14, 2023","Raleigh, NC"
NC,Raleigh,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Raleigh, NC"
NC,Raleigh,Principal Applied Scientist-OCI AI Services,Oracle,"June 7, 2023","Raleigh, NC"
NC,Raleigh,Data Analytics Consultant,Guidehouse,"June 8, 2023","Raleigh, NC"
NC,Raleigh,Machine Learning Engineer Intern - Remote US Fall 2023Splunk,,"May 26, 2023","Raleigh, NC"
NC,Raleigh,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Raleigh, NC"
NC,Raleigh,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Raleigh, NC"
ND,Fargo,Lead NLP Data Scientist,Humana,"June 1, 2023","Fargo, ND"
ND,Fargo,Lead NLP Data Scientist,Humana,"June 4, 2023","Fargo, ND"
ND,Bismarck,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Bismarck, ND"
ND,Bismarck,Senior Data Scientist,Pearson,"June 3, 2023","Bismarck, ND"
ND,Bismarck,AI Senior Data Scientist,Travelers Insurance Company,"June 13, 2023","Bismarck, ND"
ND,Bismarck,AI Lead Data Scientist,Travelers Insurance Company,"June 7, 2023","Bismarck, ND"
ND,Bismarck,Director & Data Scientist,Travelers Insurance Company,"June 2, 2023","Bismarck, ND"
ND,Bismarck,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Bismarck, ND"
ND,Bismarck,AI Data Scientist/Product Owner,Travelers Insurance Company,"June 7, 2023","Bismarck, ND"
ND,Bismarck,Data Scientist (Hybrid / Remote)UMB Bank,,"June 6, 2023","Bismarck, ND"
ND,Bismarck,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Bismarck, ND"
ND,Bismarck,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Bismarck, ND"
ND,Bismarck,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Bismarck, ND"
ND,Fargo,Lead Cognitive/Machine Learning Professional - MLPHumana,,"June 4, 2023","Fargo, ND"
ND,Fargo,Data Engineer,Humana,"June 20, 2023","Fargo, ND"
ND,Bismarck,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Bismarck, ND"
ND,Bismarck,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Bismarck, ND"
ND,Bismarck,Senior Principal Applied Scientist-OCI AIOracle,,"June 14, 2023","Bismarck, ND"
ND,Bismarck,Principal Applied Scientist-OCI AI Services,Oracle,"June 7, 2023","Bismarck, ND"
ND,Bismarck,Data Analytics Consultant,Guidehouse,"June 8, 2023","Bismarck, ND"
ND,Bismarck,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Bismarck, ND"
ND,Bismarck,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Bismarck, ND"
OH,Dayton,Data Scientist,Booz Allen Hamilton,"May 8, 2023","Dayton, OH"
OH,Dayton,Data Scientist,ALTAMIRA TECHNOLOGIES CORPORATION,"May 12, 2023","Dayton, OH"
OH,Columbus,Data Scientist,HEXION INC.,"May 11, 2023","Columbus, OH"
OH,Dayton,Data Scientist,BOOZ ALLEN HAMILTON INC,"May 10, 2023","Dayton, OH"
OH,Dublin,"Data Scientist, Data Science",Cardinal Health,"June 8, 2023","Dublin, OH"
OH,New Albany,Data Scientist Sr - Data Scientist Prin,American Electric Power,"June 14, 2023","New Albany, OH"
OH,Columbus,Senior Data Scientist,The College Entrance Examination Board,"June 16, 2023","Columbus, OH"
OH,Columbus,Senior Data Scientist,The College Entrance Examination Board,"June 8, 2023","Columbus, OH"
OH,Columbus,Data Scientist (Engineer II)The College Entrance Examination Board,,"June 8, 2023","Columbus, OH"
OH,Dublin,Associate Data Scientist,INSIGHT2PROFIT,"May 7, 2023","Dublin, OH"
OH,Akron,Data Scientist - Remote,FIRSTENERGY SERVICE COMPANY,"May 11, 2023","Akron, OH"
OH,Wright-Patterson Air Force Base,Senior Data Scientist,LINQUEST CORPORATION,"May 7, 2023","Wright-Patterson Air Force Base, OH"
OH,Cincinnati,Lead NLP Data Scientist,Humana,"June 1, 2023","Cincinnati, OH"
OH,Cincinnati,Lead NLP Data Scientist,Humana,"June 4, 2023","Cincinnati, OH"
OH,Columbus,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Columbus, OH"
OH,Columbus,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Columbus, OH"
OH,Cleveland,Research Data Scientist ICleveland Clinic,,"June 8, 2023","Cleveland, OH"
OH,Columbus,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Columbus, OH"
OH,Columbus,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Columbus, OH"
OH,Columbus,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Columbus, OH"
OH,Columbus,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Columbus, OH"
OH,Columbus,Senior Data Scientist,Pearson,"June 3, 2023","Columbus, OH"
OH,Columbus,Senior Data Scientist,Battelle Memorial Institute,"June 14, 2023","Columbus, OH"
OH,Columbus,Data Scientist - Bioeconomy,Battelle Memorial Institute,"June 14, 2023","Columbus, OH"
OH,Columbus,AI Senior Data Scientist,Travelers Insurance Company,"June 13, 2023","Columbus, OH"
OH,Columbus,AI Lead Data Scientist,Travelers Insurance Company,"June 7, 2023","Columbus, OH"
OH,Columbus,Director & Data Scientist,Travelers Insurance Company,"June 2, 2023","Columbus, OH"
OH,Columbus,Data Scientist IIIBattelle Memorial Institute,,"June 14, 2023","Columbus, OH"
OH,Dublin,Sr. Data Scientist,Cardinal Health,"May 2, 2023","Dublin, OH"
OH,Dayton,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Dayton, OH"
OH,Columbus,AI Data Scientist/Product Owner,Travelers Insurance Company,"June 7, 2023","Columbus, OH"
