State,City,Title,Company,Posted,Location
NE,Lincoln,Cleared Data Scientist - Data Mining/CX/Customer Analytics,Guidehouse,"April 12, 2023","Lincoln, NE"
NE,Lincoln,AVP & Data Scientist (DS Leadership)Travelers Insurance Company,,"April 11, 2023","Lincoln, NE"
NE,Lincoln,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Lincoln, NE"
NE,Lincoln,"Senior Data Scientist, Predictive Analytics/Artificial Intelligence – (JRD DS)J&J Family of Companies",,"May 20, 2023","Lincoln, NE"
NE,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, NE"
NE,Omaha,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Omaha, NE"
NE,Omaha,Business Intelligence Engineer,Humana,"May 31, 2023","Omaha, NE"
NE,Lincoln,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Lincoln, NE"
NE,Lincoln,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Lincoln, NE"
NE,Offutt AFB,Data Engineer,Booz Allen Hamilton,"May 18, 2023","Offutt AFB, NE"
NE,Lincoln,Data Analytics Specialist,Cadmus,"April 19, 2023","Lincoln, NE"
NE,Lincoln,"Data Engineer I, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Lincoln, NE"
NV,Carson City,Data Scientist,Ford Motor Company,"May 13, 2023","Carson City, NV"
NV,Reno,Data Scientist,Deloitte,"April 22, 2023","Reno, NV"
NV,Carson City,Data Scientist,Deloitte,"April 22, 2023","Carson City, NV"
NV,Las Vegas,Senior Data Scientist,Humana,"May 25, 2023","Las Vegas, NV"
NV,Las Vegas,Lead NLP Data Scientist,Humana,"June 1, 2023","Las Vegas, NV"
NV,Carson City,Senior Data Scientist,Pearson,"June 3, 2023","Carson City, NV"
NV,Carson City,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Carson City, NV"
NV,Carson City,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Carson City, NV"
NV,Carson City,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Carson City, NV"
NV,Carson City,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Carson City, NV"
NV,Sparks,Data Scientist (PENA)Panasonic,,"April 15, 2023","Sparks, NV"
NV,Carson City,Cleared Data Scientist,Guidehouse,"April 6, 2023","Carson City, NV"
NV,Incline Village,"Lead Data Scientist, Client Analysis",SOCURE INC,"May 31, 2023","Incline Village, NV"
NV,Carson City,Director & Data Scientist (REMOTE)Travelers Insurance Company,,"June 2, 2023","Carson City, NV"
NV,Carson City,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Carson City, NV"
NV,Carson City,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Carson City, NV"
NV,Carson City,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Carson City, NV"
NV,Carson City,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Carson City, NV"
NV,Carson City,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Carson City, NV"
NV,Carson City,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Carson City, NV"
NV,Carson City,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Carson City, NV"
NV,Carson City,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Carson City, NV"
NV,Carson City,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Carson City, NV"
NV,Las Vegas,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Las Vegas, NV"
NV,Carson City,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Carson City, NV"
NV,Carson City,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Carson City, NV"
NV,Carson City,Cleared Data Scientist - Data Mining/CX/Customer Analytics,Guidehouse,"April 12, 2023","Carson City, NV"
NV,Carson City,AVP & Data Scientist (DS Leadership)Travelers Insurance Company,,"April 11, 2023","Carson City, NV"
NV,Carson City,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Carson City, NV"
NV,Carson City,"Senior Data Scientist, Predictive Analytics/Artificial Intelligence – (JRD DS)J&J Family of Companies",,"May 20, 2023","Carson City, NV"
NV,Carson City,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Carson City, NV"
NV,Las Vegas,Business Intelligence Engineer,Humana,"May 31, 2023","Las Vegas, NV"
NV,Carson City,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Carson City, NV"
NV,Carson City,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Carson City, NV"
NV,Henderson,Business Intelligence Engineer - Western Region,Penn National Gaming,"May 4, 2023","Henderson, NV"
NV,Carson City,Data Analytics Specialist,Cadmus,"April 19, 2023","Carson City, NV"
NV,Carson City,"Data Engineer I, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Carson City, NV"
NH,Concord,Data Scientist,Ford Motor Company,"May 13, 2023","Concord, NH"
NH,Concord,Data Scientist,Deloitte,"April 22, 2023","Concord, NH"
NH,Portsmouth,Senior Data Scientist,Humana,"May 25, 2023","Portsmouth, NH"
NH,Portsmouth,Lead NLP Data Scientist,Humana,"June 1, 2023","Portsmouth, NH"
NH,Concord,Senior Data Scientist,Pearson,"June 3, 2023","Concord, NH"
NH,Concord,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Concord, NH"
NH,Concord,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Concord, NH"
NH,Concord,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Concord, NH"
NH,Concord,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Concord, NH"
NH,Concord,Cleared Data Scientist,Guidehouse,"April 6, 2023","Concord, NH"
NH,Concord,Director & Data Scientist (REMOTE)Travelers Insurance Company,,"June 2, 2023","Concord, NH"
NH,Concord,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Concord, NH"
NH,Concord,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Concord, NH"
NH,Concord,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Concord, NH"
NH,Concord,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Concord, NH"
NH,Concord,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Concord, NH"
NH,Concord,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Concord, NH"
NH,Concord,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Concord, NH"
NH,Concord,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Concord, NH"
NH,Concord,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Concord, NH"
NH,Concord,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Concord, NH"
NH,Concord,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Concord, NH"
NH,Concord,Cleared Data Scientist - Data Mining/CX/Customer Analytics,Guidehouse,"April 12, 2023","Concord, NH"
NH,Concord,AVP & Data Scientist (DS Leadership)Travelers Insurance Company,,"April 11, 2023","Concord, NH"
NH,Concord,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Concord, NH"
NH,Concord,"Senior Data Scientist, Predictive Analytics/Artificial Intelligence – (JRD DS)J&J Family of Companies",,"May 20, 2023","Concord, NH"
NH,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, NH"
NH,Concord,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Concord, NH"
NH,Portsmouth,Business Intelligence Engineer,Humana,"May 31, 2023","Portsmouth, NH"
NH,Concord,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Concord, NH"
NH,Concord,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Concord, NH"
NH,Concord,Data Analytics Specialist,Cadmus,"April 19, 2023","Concord, NH"
NH,Concord,"Data Engineer I, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Concord, NH"
NJ,Princeton,Data Scientist,System One,"May 6, 2023","Princeton, NJ"
NJ,Trenton,Data Scientist,Ford Motor Company,"May 13, 2023","Trenton, NJ"
NJ,Princeton,Data Scientist,Deloitte,"April 22, 2023","Princeton, NJ"
NJ,Jersey City,Data Scientist,Deloitte,"April 22, 2023","Jersey City, NJ"
NJ,Jersey City,Senior Data Scientist,Humana,"May 25, 2023","Jersey City, NJ"
NJ,Livingston,Senior Data Scientist,Humana,"May 25, 2023","Livingston, NJ"
NJ,Jersey City,Lead NLP Data Scientist,Humana,"June 1, 2023","Jersey City, NJ"
NJ,Trenton,Senior Data Scientist,Pearson,"June 3, 2023","Trenton, NJ"
NJ,Berkeley Heights,Senior Data Scientist,Fiserv,"April 14, 2023","Berkeley Heights, NJ"
NJ,Union Beach,"Associate Scientist, Data Analytics",IFF,"April 22, 2023","Union Beach, NJ"
NJ,Trenton,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Trenton, NJ"
NJ,Trenton,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Trenton, NJ"
NJ,Trenton,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Trenton, NJ"
NJ,Trenton,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Trenton, NJ"
NJ,Trenton,Data Scientist 3Oracle,,"June 1, 2023","Trenton, NJ"
NJ,Trenton,Cleared Data Scientist,Guidehouse,"April 6, 2023","Trenton, NJ"
NJ,Woodbridge,Senior Data Scientist,Plymouth Rock Assurance,"May 25, 2023","Woodbridge, NJ"
NJ,Trenton,Jr. Data Scientist,Mondelez International,"May 12, 2023","Trenton, NJ"
,New Jersey,Data Scientist (Python Search and NLP)_Capgemini,,"June 1, 2023",New Jersey
NJ,Trenton,Director & Data Scientist (REMOTE)Travelers Insurance Company,,"June 2, 2023","Trenton, NJ"
NJ,Mays Landing,Sr. Data Scientist - PHIExelon,,"June 2, 2023","Mays Landing, NJ"
NJ,Berkeley Heights,Jr. Data Scientist - Clover,Fiserv,"April 30, 2023","Berkeley Heights, NJ"
NJ,Trenton,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Trenton, NJ"
NJ,Trenton,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Trenton, NJ"
NJ,Trenton,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Trenton, NJ"
NJ,Trenton,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Trenton, NJ"
NJ,Trenton,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Trenton, NJ"
NJ,Trenton,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Trenton, NJ"
NJ,Trenton,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Trenton, NJ"
NJ,Trenton,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Trenton, NJ"
NJ,Trenton,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Trenton, NJ"
NJ,Florham Park,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Florham Park, NJ"
NJ,Trenton,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Trenton, NJ"
NJ,Trenton,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Trenton, NJ"
NJ,Jersey City,Marketing Analytics Data Scientist - Vice President,JPMorgan Chase,"April 29, 2023","Jersey City, NJ"
NJ,Jersey City,Data Scientist - AVP - Hybrid,Citigroup,"April 5, 2023","Jersey City, NJ"
NJ,Trenton,Cleared Data Scientist - Data Mining/CX/Customer Analytics,Guidehouse,"April 12, 2023","Trenton, NJ"
NJ,Trenton,AVP & Data Scientist (DS Leadership)Travelers Insurance Company,,"April 11, 2023","Trenton, NJ"
NJ,Trenton,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Trenton, NJ"
NJ,Trenton,"Senior Data Scientist, Predictive Analytics/Artificial Intelligence – (JRD DS)J&J Family of Companies",,"May 20, 2023","Trenton, NJ"
NJ,Skillman,"Principal Scientist, SAS Programming",J&J Family of Companies,"May 3, 2023","Skillman, NJ"
NJ,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, NJ"
NJ,Princeton,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Princeton, NJ"
NJ,Princeton,Senior Scientist - NLPSiemens Healthineers,,"April 25, 2023","Princeton, NJ"
NJ,Trenton,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Trenton, NJ"
NJ,Livingston,Business Intelligence Engineer,Humana,"May 31, 2023","Livingston, NJ"
NJ,Jersey City,Business Intelligence Engineer,Humana,"May 31, 2023","Jersey City, NJ"
NJ,Titusville,Post-Doctoral Researcher – Natural Language Processing (NLP) and Knowledge Graphs (KG)J&J Family of Companies,,"May 24, 2023","Titusville, NJ"
NJ,Trenton,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Trenton, NJ"
NJ,Trenton,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Trenton, NJ"
NJ,Roseland,Principal Analytics Data Engineer,ADP,"May 4, 2023","Roseland, NJ"
NJ,Murray Hill,Machine Learning Algorithms Researcher,Alcatel-Lucent,"April 27, 2023","Murray Hill, NJ"
NJ,Berkeley Heights,"Director, Data Analytics",Fiserv,"April 26, 2023","Berkeley Heights, NJ"
NJ,Trenton,Data Analytics Specialist,Cadmus,"April 19, 2023","Trenton, NJ"
NJ,Trenton,"Data Engineer I, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Trenton, NJ"
NJ,Princeton,Senior Data Engineer - Data Analytics (Remote eligible)Mathematica,,"April 9, 2023","Princeton, NJ"
NM,Santa Fe,Data Scientist,Ford Motor Company,"May 13, 2023","Santa Fe, NM"
NM,Albuquerque,Senior Data Scientist,Humana,"May 25, 2023","Albuquerque, NM"
NM,Albuquerque,Lead NLP Data Scientist,Humana,"June 1, 2023","Albuquerque, NM"
NM,Kirtland AFB,Sr. Data Scientist,Alaka'ina Foundation Family of Companies,"May 16, 2023","Kirtland AFB, NM"
NM,Santa Fe,Senior Data Scientist,Pearson,"June 3, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Santa Fe, NM"
NM,Santa Fe,Cleared Data Scientist,Guidehouse,"April 6, 2023","Santa Fe, NM"
NM,Santa Fe,Director & Data Scientist (REMOTE)Travelers Insurance Company,,"June 2, 2023","Santa Fe, NM"
NM,Santa Fe,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Santa Fe, NM"
NM,Santa Fe,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Santa Fe, NM"
NM,Santa Fe,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Santa Fe, NM"
NM,Santa Fe,Cleared Data Scientist - Data Mining/CX/Customer Analytics,Guidehouse,"April 12, 2023","Santa Fe, NM"
NM,Santa Fe,AVP & Data Scientist (DS Leadership)Travelers Insurance Company,,"April 11, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Santa Fe, NM"
NM,Albuquerque,Data Scientist - Mission Systems Analysis (Early Career)Sandia National Laboratories,,"May 23, 2023","Albuquerque, NM"
NM,Santa Fe,"Senior Data Scientist, Predictive Analytics/Artificial Intelligence – (JRD DS)J&J Family of Companies",,"May 20, 2023","Santa Fe, NM"
NM,Los Alamos,Senior Machine Learning Scientist (Scientist 3/4)Los Alamos National Laboratory,,"May 27, 2023","Los Alamos, NM"
NM,Albuquerque,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Albuquerque, NM"
NM,Albuquerque,Business Intelligence Engineer,Humana,"May 31, 2023","Albuquerque, NM"
NM,Albuquerque,"Postdoctoral Appointee - Power Systems, Data Analytics, or Geospatial Science",Sandia National Laboratories,"May 25, 2023","Albuquerque, NM"
NM,Santa Fe,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Santa Fe, NM"
NM,Santa Fe,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Santa Fe, NM"
NM,Santa Fe,Data Analytics Specialist,Cadmus,"April 19, 2023","Santa Fe, NM"
NM,Santa Fe,"Data Engineer I, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Santa Fe, NM"
NY,Albany,Data Scientist,CDPHP,"May 26, 2023","Albany, NY"
NY,New York,Data Scientist,CVS Health,"June 1, 2023","New York, NY"
NY,Albany,Data Scientist,Ford Motor Company,"May 13, 2023","Albany, NY"
NY,New York,Data Scientist,CVS Health,"May 6, 2023","New York, NY"
NY,New York,Data Scientist,Janus Henderson Investors,"May 23, 2023","New York, NY"
NY,Jericho,Data Scientist,Deloitte,"April 22, 2023","Jericho, NY"
NY,Williamsville,Data Scientist,Deloitte,"April 22, 2023","Williamsville, NY"
NY,New York,Data Scientist,Deloitte,"April 22, 2023","New York, NY"
NY,Albany,Senior Data Scientist,Humana,"May 25, 2023","Albany, NY"
NY,New York,Senior Data Scientist,Humana,"May 25, 2023","New York, NY"
NY,Syracuse,Senior Data Scientist,Humana,"May 25, 2023","Syracuse, NY"
NY,Albany,Lead NLP Data Scientist,Humana,"June 1, 2023","Albany, NY"
NY,Albany,Senior Data Scientist,Pearson,"June 3, 2023","Albany, NY"
NY,Syosset,Data Scientist (Remote)605,,"May 5, 2023","Syosset, NY"
NY,New York,Senior Data Scientist,NBC Universal,"April 6, 2023","New York, NY"
NY,Albany,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Albany, NY"
NY,New York,"Data Scientist IIAdecco US, Inc.",,"May 10, 2023","New York, NY"
NY,New York,Sr. Data Scientist,CVS Health,"May 28, 2023","New York, NY"
NY,Albany,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Albany, NY"
NY,New York,"Data Scientist, Product Analytics",Meta,"May 19, 2023","New York, NY"
NY,Albany,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Albany, NY"
NY,New York,"Data Scientist, Product Analytics",Meta,"May 19, 2023","New York, NY"
NY,New York,Sr. Data Scientist,CVS Health,"May 25, 2023","New York, NY"
NY,New York,Sr. Data Scientist,CVS Health,"May 25, 2023","New York, NY"
NY,New York,Senior HR Data Scientist,MTA,"May 9, 2023","New York, NY"
NY,New York,Senior Data Scientist,Microsoft Corporation,"May 3, 2023","New York, NY"
NY,New York,Principal Data Scientist,CVS Health,"April 30, 2023","New York, NY"
NY,Albany,Cleared Data Scientist,Guidehouse,"April 6, 2023","Albany, NY"
NY,New York,Lead Data Scientist,CVS Health,"May 6, 2023","New York, NY"
NY,New York,"Data Scientist, Media Lab",Google,"May 6, 2023","New York, NY"
NY,New York,"Data Scientist Series, MTA Data & Analytics",MTA,"May 14, 2023","New York, NY"
NY,New York,"Data Scientist, In-car Ads",Lyft,"May 24, 2023","New York, NY"
NY,New York,Data Scientist - Mount Sinai Data Commons,The Mount Sinai Health System,"May 23, 2023","New York, NY"
NY,New York,Principal Data Scientist (Deep Learning)NBC Universal,,"June 1, 2023","New York, NY"
NY,Albany,Director & Data Scientist (REMOTE)Travelers Insurance Company,,"June 2, 2023","Albany, NY"
NY,New York,"Senior Associate, Senior Data Scientist",New York Life Insurance Company,"May 23, 2023","New York, NY"
NY,New York,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","New York, NY"
NY,Albany,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Albany, NY"
NY,New York,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","New York, NY"
NY,Albany,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Albany, NY"
NY,New York,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","New York, NY"
NY,Albany,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Albany, NY"
NY,Melville,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Melville, NY"
NY,Rochester,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Rochester, NY"
NY,Buffalo,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Buffalo, NY"
NY,Hicksville,"Lead Data Scientist, Electric Load Forecasting",National Grid,"April 11, 2023","Hicksville, NY"
NY,Albany,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Albany, NY"
NY,Albany,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Albany, NY"
NY,New York,Applied Machine Learning Scientist - Data Technologies,Bloomberg,"May 10, 2023","New York, NY"
NY,New York,Data Scientist Intern - Digital and Technology Partners,The Mount Sinai Health System,"May 23, 2023","New York, NY"
NY,Albany,Cleared Data Scientist - Data Mining/CX/Customer Analytics,Guidehouse,"April 12, 2023","Albany, NY"
NY,New York,"Engineering Data Scientist, Monetization, 8+ Years of Experience",Snap Inc.,"May 12, 2023","New York, NY"
NY,Albany,AVP & Data Scientist (DS Leadership)Travelers Insurance Company,,"April 11, 2023","Albany, NY"
NY,Albany,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Albany, NY"
NY,New York,"Sr. Lead Data Scientist (Deep Learning), Peacock Video Streaming",NBC Universal,"May 6, 2023","New York, NY"
NY,Albany,"Senior Data Scientist, Predictive Analytics/Artificial Intelligence – (JRD DS)J&J Family of Companies",,"May 20, 2023","Albany, NY"
NY,New York,"Senior Data Scientist, Ranking, 5 + Years Experience",Snap Inc.,"April 28, 2023","New York, NY"
NY,New York,Lead Decision Scientist - PBM Pricing Analytics,CVS Health,"April 26, 2023","New York, NY"
NY,New York,Applied Scientist IIIAmazon Web Services,,"April 23, 2023","New York, NY"
NY,New York,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","New York, NY"
NY,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, NY"
NY,New York,Applied Scientist,Amazon Web Services,"May 9, 2023","New York, NY"
NY,New York,Decision Scientist,JPMorgan Chase,"May 19, 2023","New York, NY"
NY,Albany,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Albany, NY"
NY,New York,Artificial Intelligence Research - Vice President-Natural Language Processing (NLP)JPMorgan Chase,,"May 14, 2023","New York, NY"
NY,New York,"Principal Associate, Ontology and Data Modeling",Capital One,"May 31, 2023","New York, NY"
NY,Albany,Business Intelligence Engineer,Humana,"May 31, 2023","Albany, NY"
NY,Brooklyn,Data Engineer,Kforce,"May 26, 2023","Brooklyn, NY"
NY,Albany,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Albany, NY"
NY,Albany,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Albany, NY"
NY,New York City,Data Engineer,Capgemini,"May 17, 2023","New York City, NY"
NY,New York,Applied Scientist IIIAmazon Web Services,,"May 9, 2023","New York, NY"
NY,New York,Data Engineer,OTG,"May 4, 2023","New York, NY"
NY,New York,"Associate, Data Science Management","Blackstone, Inc.","May 2, 2023","New York, NY"
NY,New York,"Machine Learning Engineer, NLP, 3+ Years of Experience",Snap Inc.,"April 22, 2023","New York, NY"
NY,New York City,"AIML - Machine Learning Researcher, MLRApple",,"April 19, 2023","New York City, NY"
NY,Albany,Data Analytics Specialist,Cadmus,"April 19, 2023","Albany, NY"
NY,Albany,"Data Engineer I, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Albany, NY"
NY,New York,Temporary Internship - Data Science,The New School,"April 11, 2023","New York, NY"
NC,Cherry Point,Data Scientist,"Spalding Consulting, Inc.","June 1, 2023","Cherry Point, NC"
NC,Raleigh,Data Scientist,Ford Motor Company,"May 13, 2023","Raleigh, NC"
NC,Cary,Data Scientist,Robert Half,"May 23, 2023","Cary, NC"
NC,Cary,Data Scientist,Kelly Services,"May 25, 2023","Cary, NC"
NC,Raleigh,Data Scientist,Deloitte,"April 22, 2023","Raleigh, NC"
NC,Charlotte,Data Scientist,Deloitte,"April 22, 2023","Charlotte, NC"
NC,Fort Bragg,Data Scientist SMECACI International,,"June 3, 2023","Fort Bragg, NC"
NC,Bakersville,Senior Data Scientist,Humana,"May 25, 2023","Bakersville, NC"
NC,Charlotte,Senior Data Scientist,Humana,"May 25, 2023","Charlotte, NC"
NC,Wilmington,Senior Data Scientist,Humana,"May 25, 2023","Wilmington, NC"
NC,Raleigh,Senior Data Scientist,Humana,"May 25, 2023","Raleigh, NC"
NC,Asheville,Senior Data Scientist,Humana,"May 25, 2023","Asheville, NC"
NC,Greensboro,Senior Data Scientist,Humana,"May 25, 2023","Greensboro, NC"
NC,Saint Louis,Data Scientist 1Kforce,,"May 20, 2023","Saint Louis, NC"
NC,Charlotte,Lead NLP Data Scientist,Humana,"June 1, 2023","Charlotte, NC"
NC,Raleigh,Senior Data Scientist,Pearson,"June 3, 2023","Raleigh, NC"
NC,Charlotte,Sr. Data Scientist (REMOTE)The Hartford,,"May 27, 2023","Charlotte, NC"
NC,charlotte,data scientist iii,Randstad US,"May 27, 2023","charlotte, NC"
NC,Raleigh,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Raleigh, NC"
NC,Greensboro,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Greensboro, NC"
NC,Fayetteville,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Fayetteville, NC"
NC,Charlotte,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Charlotte, NC"
NC,Raleigh,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Raleigh, NC"
